commit_sha	commit_time_iso	week_end	metric	value
7100a58c29033afa3fdc7f10fd0a2dae42da9c24	2026-04-02T14:24:14-04:00	2026-01-17	Respiratory illness hospitalizations	9.93
7100a58c29033afa3fdc7f10fd0a2dae42da9c24	2026-04-02T14:24:14-04:00	2026-01-24	Respiratory illness visits	9.9
7100a58c29033afa3fdc7f10fd0a2dae42da9c24	2026-04-02T14:24:14-04:00	2026-01-24	Respiratory illness hospitalizations	9.66
7100a58c29033afa3fdc7f10fd0a2dae42da9c24	2026-04-02T14:24:14-04:00	2026-01-31	Respiratory illness visits	9.42
7100a58c29033afa3fdc7f10fd0a2dae42da9c24	2026-04-02T14:24:14-04:00	2026-01-31	Respiratory illness hospitalizations	9.55
7100a58c29033afa3fdc7f10fd0a2dae42da9c24	2026-04-02T14:24:14-04:00	2026-02-07	Respiratory illness visits	9.34
7100a58c29033afa3fdc7f10fd0a2dae42da9c24	2026-04-02T14:24:14-04:00	2026-02-07	Respiratory illness hospitalizations	8.75
7100a58c29033afa3fdc7f10fd0a2dae42da9c24	2026-04-02T14:24:14-04:00	2026-02-14	Respiratory illness visits	9.63
7100a58c29033afa3fdc7f10fd0a2dae42da9c24	2026-04-02T14:24:14-04:00	2026-02-14	Respiratory illness hospitalizations	8.58
7100a58c29033afa3fdc7f10fd0a2dae42da9c24	2026-04-02T14:24:14-04:00	2026-02-21	Respiratory illness visits	10.29
7100a58c29033afa3fdc7f10fd0a2dae42da9c24	2026-04-02T14:24:14-04:00	2026-02-21	Respiratory illness hospitalizations	9.41
7100a58c29033afa3fdc7f10fd0a2dae42da9c24	2026-04-02T14:24:14-04:00	2026-02-28	Respiratory illness visits	8.99
7100a58c29033afa3fdc7f10fd0a2dae42da9c24	2026-04-02T14:24:14-04:00	2026-02-28	Respiratory illness hospitalizations	9.17
7100a58c29033afa3fdc7f10fd0a2dae42da9c24	2026-04-02T14:24:14-04:00	2026-03-07	Respiratory illness visits	8.93
7100a58c29033afa3fdc7f10fd0a2dae42da9c24	2026-04-02T14:24:14-04:00	2026-03-07	Respiratory illness hospitalizations	8.67
7100a58c29033afa3fdc7f10fd0a2dae42da9c24	2026-04-02T14:24:14-04:00	2026-03-14	Respiratory illness visits	9.4
7100a58c29033afa3fdc7f10fd0a2dae42da9c24	2026-04-02T14:24:14-04:00	2026-03-14	Respiratory illness hospitalizations	8.6
7100a58c29033afa3fdc7f10fd0a2dae42da9c24	2026-04-02T14:24:14-04:00	2026-03-21	Respiratory illness visits	10.36
7100a58c29033afa3fdc7f10fd0a2dae42da9c24	2026-04-02T14:24:14-04:00	2026-03-21	Respiratory illness hospitalizations	8.76
7100a58c29033afa3fdc7f10fd0a2dae42da9c24	2026-04-02T14:24:14-04:00	2026-03-28	Respiratory illness visits	10.59
7100a58c29033afa3fdc7f10fd0a2dae42da9c24	2026-04-02T14:24:14-04:00	2026-03-28	Respiratory illness hospitalizations	8.06
d2e1349b23c63fb105eaaa90c1db9aad0e466c81	2026-04-09T14:00:59-04:00	2026-01-17	Respiratory illness visits	10.6
d2e1349b23c63fb105eaaa90c1db9aad0e466c81	2026-04-09T14:00:59-04:00	2026-01-17	Respiratory illness hospitalizations	9.93
d2e1349b23c63fb105eaaa90c1db9aad0e466c81	2026-04-09T14:00:59-04:00	2026-01-24	Respiratory illness visits	9.9
d2e1349b23c63fb105eaaa90c1db9aad0e466c81	2026-04-09T14:00:59-04:00	2026-01-24	Respiratory illness hospitalizations	9.66
d2e1349b23c63fb105eaaa90c1db9aad0e466c81	2026-04-09T14:00:59-04:00	2026-01-31	Respiratory illness visits	9.42
d2e1349b23c63fb105eaaa90c1db9aad0e466c81	2026-04-09T14:00:59-04:00	2026-01-31	Respiratory illness hospitalizations	9.55
d2e1349b23c63fb105eaaa90c1db9aad0e466c81	2026-04-09T14:00:59-04:00	2026-02-07	Respiratory illness visits	9.34
d2e1349b23c63fb105eaaa90c1db9aad0e466c81	2026-04-09T14:00:59-04:00	2026-02-07	Respiratory illness hospitalizations	8.75
d2e1349b23c63fb105eaaa90c1db9aad0e466c81	2026-04-09T14:00:59-04:00	2026-02-14	Respiratory illness visits	9.63
d2e1349b23c63fb105eaaa90c1db9aad0e466c81	2026-04-09T14:00:59-04:00	2026-02-14	Respiratory illness hospitalizations	8.58
d2e1349b23c63fb105eaaa90c1db9aad0e466c81	2026-04-09T14:00:59-04:00	2026-02-21	Respiratory illness visits	10.29
d2e1349b23c63fb105eaaa90c1db9aad0e466c81	2026-04-09T14:00:59-04:00	2026-02-21	Respiratory illness hospitalizations	9.41
d2e1349b23c63fb105eaaa90c1db9aad0e466c81	2026-04-09T14:00:59-04:00	2026-02-28	Respiratory illness visits	8.99
d2e1349b23c63fb105eaaa90c1db9aad0e466c81	2026-04-09T14:00:59-04:00	2026-02-28	Respiratory illness hospitalizations	9.17
d2e1349b23c63fb105eaaa90c1db9aad0e466c81	2026-04-09T14:00:59-04:00	2026-03-07	Respiratory illness visits	8.93
d2e1349b23c63fb105eaaa90c1db9aad0e466c81	2026-04-09T14:00:59-04:00	2026-03-07	Respiratory illness hospitalizations	8.67
d2e1349b23c63fb105eaaa90c1db9aad0e466c81	2026-04-09T14:00:59-04:00	2026-03-14	Respiratory illness visits	9.4
d2e1349b23c63fb105eaaa90c1db9aad0e466c81	2026-04-09T14:00:59-04:00	2026-03-14	Respiratory illness hospitalizations	8.6
d2e1349b23c63fb105eaaa90c1db9aad0e466c81	2026-04-09T14:00:59-04:00	2026-03-21	Respiratory illness visits	10.37
d2e1349b23c63fb105eaaa90c1db9aad0e466c81	2026-04-09T14:00:59-04:00	2026-03-21	Respiratory illness hospitalizations	8.78
d2e1349b23c63fb105eaaa90c1db9aad0e466c81	2026-04-09T14:00:59-04:00	2026-03-28	Respiratory illness visits	10.67
d2e1349b23c63fb105eaaa90c1db9aad0e466c81	2026-04-09T14:00:59-04:00	2026-03-28	Respiratory illness hospitalizations	8.14
d2e1349b23c63fb105eaaa90c1db9aad0e466c81	2026-04-09T14:00:59-04:00	2026-04-04	Respiratory illness visits	10.28
d2e1349b23c63fb105eaaa90c1db9aad0e466c81	2026-04-09T14:00:59-04:00	2026-04-04	Respiratory illness hospitalizations	8.54
f0bbda2d5ac7e4b34f905c4300b03d130440a58d	2026-04-16T13:53:42-04:00	2026-01-24	Respiratory illness visits	9.9
f0bbda2d5ac7e4b34f905c4300b03d130440a58d	2026-04-16T13:53:42-04:00	2026-01-24	Respiratory illness hospitalizations	9.66
f0bbda2d5ac7e4b34f905c4300b03d130440a58d	2026-04-16T13:53:42-04:00	2026-01-31	Respiratory illness visits	9.42
f0bbda2d5ac7e4b34f905c4300b03d130440a58d	2026-04-16T13:53:42-04:00	2026-01-31	Respiratory illness hospitalizations	9.55
f0bbda2d5ac7e4b34f905c4300b03d130440a58d	2026-04-16T13:53:42-04:00	2026-02-07	Respiratory illness visits	9.34
f0bbda2d5ac7e4b34f905c4300b03d130440a58d	2026-04-16T13:53:42-04:00	2026-02-07	Respiratory illness hospitalizations	8.75
f0bbda2d5ac7e4b34f905c4300b03d130440a58d	2026-04-16T13:53:42-04:00	2026-02-14	Respiratory illness visits	9.63
f0bbda2d5ac7e4b34f905c4300b03d130440a58d	2026-04-16T13:53:42-04:00	2026-02-14	Respiratory illness hospitalizations	8.58
f0bbda2d5ac7e4b34f905c4300b03d130440a58d	2026-04-16T13:53:42-04:00	2026-02-21	Respiratory illness visits	10.29
f0bbda2d5ac7e4b34f905c4300b03d130440a58d	2026-04-16T13:53:42-04:00	2026-02-21	Respiratory illness hospitalizations	9.41
f0bbda2d5ac7e4b34f905c4300b03d130440a58d	2026-04-16T13:53:42-04:00	2026-02-28	Respiratory illness visits	8.99
f0bbda2d5ac7e4b34f905c4300b03d130440a58d	2026-04-16T13:53:42-04:00	2026-02-28	Respiratory illness hospitalizations	9.17
f0bbda2d5ac7e4b34f905c4300b03d130440a58d	2026-04-16T13:53:42-04:00	2026-03-07	Respiratory illness visits	8.93
f0bbda2d5ac7e4b34f905c4300b03d130440a58d	2026-04-16T13:53:42-04:00	2026-03-07	Respiratory illness hospitalizations	8.67
f0bbda2d5ac7e4b34f905c4300b03d130440a58d	2026-04-16T13:53:42-04:00	2026-03-14	Respiratory illness visits	9.4
f0bbda2d5ac7e4b34f905c4300b03d130440a58d	2026-04-16T13:53:42-04:00	2026-03-14	Respiratory illness hospitalizations	8.6
f0bbda2d5ac7e4b34f905c4300b03d130440a58d	2026-04-16T13:53:42-04:00	2026-03-21	Respiratory illness visits	10.37
f0bbda2d5ac7e4b34f905c4300b03d130440a58d	2026-04-16T13:53:42-04:00	2026-03-21	Respiratory illness hospitalizations	8.78
f0bbda2d5ac7e4b34f905c4300b03d130440a58d	2026-04-16T13:53:42-04:00	2026-03-28	Respiratory illness visits	10.7
f0bbda2d5ac7e4b34f905c4300b03d130440a58d	2026-04-16T13:53:42-04:00	2026-03-28	Respiratory illness hospitalizations	8.13
f0bbda2d5ac7e4b34f905c4300b03d130440a58d	2026-04-16T13:53:42-04:00	2026-04-04	Respiratory illness visits	10.39
f0bbda2d5ac7e4b34f905c4300b03d130440a58d	2026-04-16T13:53:42-04:00	2026-04-04	Respiratory illness hospitalizations	8.58
f0bbda2d5ac7e4b34f905c4300b03d130440a58d	2026-04-16T13:53:42-04:00	2026-04-11	Respiratory illness visits	8.72
f0bbda2d5ac7e4b34f905c4300b03d130440a58d	2026-04-16T13:53:42-04:00	2026-04-11	Respiratory illness hospitalizations	6.45
